X,Y
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
-0.73,-0.07
1.06,-0.20
0.77,1.44
-0.80,-1.45
1.69,0.85
-1.11,0.52
1.06,-0.20
0.65,0.96
-0.18,-1.04
-0.48,0.21
-0.33,-0.51
-0.38,0.20
1.06,-0.20
0.34,-0.01
0.65,0.96
0.15,-0.97
1.69,0.85
